Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
USD 210.000	+ $256.000	Laprida al	1700	0	58 m² cubie. 2 dorm. 55 años	Departamento de 3 ambientes con balcón terraza. Salaya Romera Propiedades ofrece en venta un departamento de 3 ambientes con amplia terraza, única en la zona. Ubicado en el 8 piso, cuenta con un diseño cómodo y funcional. La cocina, separada y de generosas dimensiones, recibe abundante luz natural. Dispone de artefacto de cocina a gas, calefón para agua caliente y conexión para lavarropas. El living comedor se destaca por su luminosidad, con pisos de parquet en muy buen estado, ventanales nuevos que permiten la salida al balcón terraza y una estufa a gas para calefacción. El dormitorio principal, al frente, cuenta con placard de puertas corredizas y ventanas al balcon ofreciendo una vista abierta y gran ingreso de luz. El segundo dormitorio, al contrafrente, también es luminoso y posee un placard de piso a techo con puertas corredizas. Baño completo, con bañera, moderno. Dado que tiene ventana posee luz natural y mejora su ventilacion natural. El balcón terraza es, sin dudas, el gran atractivo del departamento: un espacio ideal para disfrutar del aire libre y de una vista arbolada que aporta tranquilidad y verde a la vida cotidiana. Encargado con vivienda. Ubicación: Laprida al 1700, entre Juncal y French, en pleno corazón de Recoleta. Excelente entorno residencial, con cercanía a Av. Santa Fe, Subte D y H (estación Pueyrredón) y múltiples líneas de colectivos. Zona con gran oferta gastronómica, comercial y de servicios, además de su proximidad a facultades de la UBA, hospitales y espacios verdes. Agende su visita! ACTUALICE EL VALOR DE SU PROPIEDAD. SOLICITE TASACIóN. Las imágenes aquí contenidas han sido incluídas al solo y único efecto ilustrativo de esta presentación. Las medidas son aproximadas y han sido suministradas por los propietarios. CUCICBA 3638	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18380345	1	0	0	0	0	1	1	1
USD 385.000	+ $360.000	Amenabar al	2200	0	136 m² cubie. 3 dorm. 35 años	Piso en venta en Belgrano Divino piso en Belgrano. Cuatro ambientes con dependencia. Bajas expensas! Excelente piso de tres amplios dormitorios, uno de ellos en suite y con vestidor. Gran cocina con comedor diario, lavadero independiente y dependencia de servicio con buenas medidas e iluminacion. Baño de servicio. Dos Balcones; uno al frente y otro al contrafrente con PARRILLA PROPIA, semicubierta. Dos baños completos y toilette. Amplio living comedor. Pisos de parquette. Muy buen estado de conservacion. Aberturas con marco de chapa y hojas de aluminio. Cochera fija y cubierta en planta baja. Gran baulera un el subsuelo. Excelente ubicacion, a dos cuadras de av. Cabildo y a una de plaza Noruega. Conozca el valor real de su propiedad. Especialistas en operaciones simultáneas. Las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. .	https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--17301379	1	0	0	0	1	0	0	0
USD 150.000	+ $126.000	Bonpland	2300	1°	64 m² cubie. 3 dorm. 46 años	Departamento en venta en Palermo Hollywood muy buena ubicación Departamento en Venta en calle Bonpland 2332, piso 1° departamento, Palermo Hollywood. Tres Ambientes con dependencia de servicio, excelente ubicación y muy luminoso. Buen Estado. 68 mts. cuadrados. . Cuenta con dos entradas independientes. Cocina completa con horno, calefón, alacenas y bajo-mesada. Dos dormitorios con placards. Baño completo con bañera. Living-comedor grande con salida a balcón corrido con vista a pulmón de manzana. Mas dependencia de servicio (dormitorio y baño). Ubicación , a 2 cuadras de Av. Sta. Fe (subte D e innumerables líneas de colectivos en todas las direcciones), y a 3 cuadras de Av. Juan B. Justo. Martillero Carlos Menéndez.	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-4-ambientes--17502213	0	0	0	0	0	0	1	0
USD 590.000	+ $540.080	CAMPICHUELO	100	21	167 m² cubie. 3 dorm. A Estrenar	"Campichuelo 79 (Dalla Fontana) VENTA DEPARTAMENTO 4 AMBIENTES CABALLITO Unidad de 193.36 m² en torre con excelentes amenities:- Hall de entrada en doble altura - SUM (en planta baja) - Piscina (en 1º piso) - Solarium (en 1º piso) - Gimnasio (en 1º piso) - Parrillas y Terraza/Solarium (en 22º piso) - Laundry (1º Subsuelo) - Seguridad 24hs. Cocheras fijas y bauleras subsuelo por rampa. DETALLES DE TERMINACIÓN Pisos flotantes en estar / pasos / dormitorios; cocinas y baños con cerámicos o porcellanatos de 1era calidad. Los baños llevarán artefactos sanitarios marca ""ROCA"", linea Mónaco o similar. La grifería será del tipo monocomando marca ""FV"". Las bañeras a colocar serán de acrílico marca FERRUM línea ATUEL o similar. Las unidades de vivienda se entregarán con equipos de aire acondicionado. Agua caliente sanitaria central, provista por 4 termotanques ubicados en el piso 22º. Equipamiento de Cocinas: bajo y sobre mesada, enchapados en melamina con canto ABS y sin herrajes, mesadas de cocina en granito con zócalo sanitario, bacha de acero inoxidable marca MI PILETA, o similar. Grifería monocomando marca ""FV"". Artefactos de cocina: cocina eléctrica de 4 hornallas y horno. Los interiores de placard serán a cargo de los adquirentes. LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Esta unidad es apta para personas con movilidad reducida."	https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--16662202	1	0	1	0	1	1	1	0
USD 195.000	+ $400.000	Mexico	4200	0	100 m² cubie. 2 dorm. 10 años	IMPECABLE DÚPLEX ESTILO CASA! Muy luminoso! Todo a nuevo! Baulera! Cochera fija! Vigilancia! Apto profesional! ÚNICO! OPORT! IMPECABLE DÚPLEX ESTILO CASA! Muy luminoso! TODO A NUEVO! Excelente distribución! PB: Hall de recepción! Living-comedor! Toilette de recepción! Cocina integrada con barra desayunadora! PA: 2 Dormitorios! Placares! Baño completo! Split frío-calor! Servicios centrales! Todo eléctrico! Baulera! COCHERA FIJA Y CUBIERTA! Vigilancia! Apto profesional! Inmejorable ubicación! A metros de Avenida La Plata! Todos los medios de transporte! A 3 cuadras de la estación de subte Rio de Janeiro, Línea A. ÚNICO! OPORTUNIDAD! * Esta propiedad NO posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. * Matricula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-almagro-sur-3-ambientes--12110765	0	0	1	0	1	1	1	0
USD 114.800	+ $190.000	Colombres	100	0	52 m² cubie. 2 dorm. 1 baño	Viví Almagro | 3 Ambientes Reciclado a Nuevo a Mts del Subte ¡OPORTUNIDAD! 3 AMBIENTES AL FRENTE CON BALCÓN RECICLADO A NUEVO. EXCELENTE ESTADO Y LISTO PARA HABITAR. BARRIO DE ALMAGRO. NEGOCIABLE Características del departamento: - 3 ambientes reciclado a nuevo - Dormitorios con placard - Superficie total: 55 m² (52 m² cubiertos) - Disposición: frente, con orientación este - Muy luminoso y ventilado - Pisos recién pulidos y plastificados - Gas natural Distribución: - Living comedor amplio y luminoso - Cocina independiente con muebles bajo y sobre mesada - Lavadero separado - 2 dormitorios con buena ventilación - Baño completo FICHA TÉCNICA: - Living comedor: 3 x 5M - Dormitorio: 3.70 x 2.50 M - Dormitorio: 3.40 x 2.90 M - Cocina: 3.10 x 2.10 M - Balcón: 2.90 x 1.10 M Ubicación: - Colombres 33, al frente con balcón - Entre Av. Rivadavia y Don Bosco, en el corazón de Almagro - A metros de la estación Castro Barros de la línea A del subte - A pasos de la tradicional Confitería Las Violetas - Zona segura, con excelente oferta de supermercados, comercios y servicios CONSULTÁ POR SUCESIONES, TASACIONES JUDICIALES Y PROFESIONALES, OPERACIONES DE COMPRA-VENTA SIMULTÁNEAS, ALQUILERES, ADMINISTRACIÓN, TRÁMITES NOTARIALES Y ASESORAMIENTO GRATUITO.. CUCICBA Mat. 7402- Villalba Soluciones Inmobiliarias El inmueble publicado es accesible para personas con capacidades físicas reducidas. Las descripciones arquitectónicas y funcionales, valores de expensas impuestos, servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización. El interesado deberá realizar las verificaciones previamente a realizar cualquier operación.	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--17475032	0	0	0	0	0	0	1	0
USD 143.150	+ $138.000	Soler	5800	4	2 años 1 baño Monoam.	"Departamento en venta en Palermo Hollywood En excelente ubicación, con numerosos medios de transporte y restaurantes. En excelente estado. Contrafrente sin ruidos de tránsito. Gran monoambiente en ""L"". Orientación este con sol de la mañana. Balcón con parrilla. Mesada con pileta y para lavarropas semicubierta. Las expensas son aproximadas. Lavadero externo semicubierto. Ingreso por reconocimiento facial. Piscina en el último piso."	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--18901837	1	0	0	0	0	0	1	0
USD 148.000	+ $200.000	Loyola al	400	0	51 m² cubie. 2 dorm. 6 años	Departamento en Villa Crespo Departamento 3 ambientes en venta en Villa Crespo Un bellísimo departamento ubicado en un 8vo piso se encuentra a la venta en VIlla Crespo, a menos de una cuadra de Av. Scalabrini Ortiz, con facil acceso a Av. Córdoba o Av. Corrientes. Departamento muy luminoso en uno de los últimos pisos del edificio, cuenta con un balcón terraza de mas de 20mts cuadrados. Con vista al frente, este dpto. tiene una gran entrada de luz a través de sus amplias ventanas y puerta-ventana que conecta su living comedor con cocina integrada, a su balcón-terraza descubierto. Cuenta con dos dormitorios con su respectivo lugar de guardado, y una cocina integrada al living comedor con una pequeña ventana al pulmón del edificio. El edificio cuenta con un sector de parrilla y solarium en la terraza, con acceso a través de un portón eléctrico a la calle Loyola, a la cual tiene frente este edificio. Esta unidad tiene una cochera descubierta fija, se vende por separado Es APTO CREDITO	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--17032830	1	0	0	1	1	0	1	1
USD 122.000	+ $97.000	Jerónimo Salguero	1900	3	48 m² cubie. 1 dorm. 65 años	Departamento en venta 2 amplios ambientes , muy buena vista , dueño directo Excelente 2 amplios ambientes, con balcon/patio propio, buen estado , dueño directo (sin comision) , contrafrente silencioso, luminoso con vista muy abierta desde todo el departamento ( a pulmon de manzana , con el edificio mas cercano a 50 m ) , tiene ventiladores de techo , 2 aire acondicionados y 2 estufas de tiro balanceado	https://www.argenprop.com/departamento-en-venta-en-botanico-2-ambientes--17633194	0	0	1	0	0	0	1	0
USD 198.000	+ $180.000	Jerónimo Salguero	1900	PB	65 m² cubie. 2 dorm. 1 baño	Departamento en venta en Palermo No acepto inmobiliarias. Dueño directo	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18784904	0	0	0	0	0	0	0	0
USD 215.000	N/A	Avenida Corrientes	3100	7	60 m² cubie. 2 dorm. 1 baño	Venta | Departamento de 3 Ambientes con Cochera Fija y Baulera – Frente sobre Av. Corrientes Departamento en venta en el corazón de Abasto, ubicado sobre la Avenida Corrientes, a metros del famoso shopping y con una conectividad inigualable. La unidad se encuentra en excelente estado y se vende completamente equipada. Cuenta con: Cochera fija y baulera, un gran diferencial en la zona. Amplio living-comedor con balcón al frente, con doble ventana y puerta corrediza para garantizar un excelente aislamiento acústico. Cocina independiente con comedor diario y espacio para lavarropas. Baño completo. Dos dormitorios, ambos con amplios placares empotrados. Aire acondicionado frío/calor en todos los ambientes. Ideal para quienes buscan comodidad, ubicación estratégica y funcionalidad en un solo lugar. Datos de la Propiedad Cant. Ambientes: 3 Cant. Dormitorios: 2 Cant. Baños: 1 Superficie Cubierta: 60 m² Superficie Total: 65 m² Disposición: Frente Estado: Excelente Precio de Venta: USD 215.000 Cochera: Sí, fija Baulera: Sí Apto Crédito: Sí Información Legal y de Contacto Corredor responsable: Martín Edgardo Simhan, Matrícula CPI N° 414. Aviso Legal: Las operaciones de intermediación inmobiliaria, compraventa y locación de inmuebles son realizadas por el corredor inmobiliario matriculado Martin Edgardo Simhan, de acuerdo con las leyes 20.266 y 2340 de la Ciudad Autónoma de Buenos Aires. Ley 5859 Art. 5°: Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas, cuando el destino de la propiedad sea vivienda. El valor máximo de comisión que se le puede cobrar a los propietarios es el 4,15% del valor total del contrato. MES Inmuebles	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--17236161	0	0	1	1	1	0	1	0
USD 139.500	+ $95.000	SERRANO al	500	0	62 m² cubie. 2 dorm. 60 años	"70m2 Dpto 3 Amb al Frente c/ Balcón Corrido – Villa Crespo - Serrano y Corrientes Departamento 3 Ambientes al Frente con Balcón Corrido Villa Crespo Ubicado en la estratégica zona de Serrano y Corrientes, en pleno corazón de Villa Crespo, este departamento de 3 ambientes al frente combina amplitud, funcionalidad y muy buen estado general. La unidad cuenta con un luminoso balcón corrido que recorre el frente, aportando aire y luz natural a los principales ambientes. El living comedor se complementa con una cocina independiente con comedor diario, con doble circulación y entrada de servicio. Dispone de 1 baño completo y de un baño de servicio original, actualmente adaptado como sector de lavadero, que podrá adecuarse según las necesidades de cada usuario. Los dormitorios poseen amplios placares y espacios de guardado, optimizando la comodidad y el orden. El edificio se encuentra en buen estado, y próximo a realizarse tareas de mantenimiento como pintura de fachada. Una ubicación privilegiada, a metros de la Av. Corrientes, con excelente conectividad, cercanía a múltiples líneas de colectivo, comercios, cafés y a pocas cuadras de la línea B de subte. Una oportunidad única de vivir o invertir en uno de los barrios con mayor crecimiento de la Ciudad. Aclaración: Las expensas en este momento rondan los $ 290.000 siendo que hay extraordinarias por mejoras, pero la expensas habituales rondan el 50% de este valor. El edificio no cuenta con encargado con vivienda son muy razonables. No dejes pasar esta oportunidad. CONSULTANOS PARA COORDINAR UNA VISITA! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--18778860	1	0	0	0	0	1	1	0
USD 229.000	+ $385.000	Fitz Roy	2400	5	61 m² cubie. 2 dorm. 35 años	Dueño Directo 3 Ambientes con Cochera Fija y Baulera - Fitz Roy 2400 ¡OPORTUNIDAD ÚNICA: DUEÑO DIRECTO SIN COMISIÓN INMOBILIARIA! Espectacular departamento de 3 ambientes ubicado en Fitz Roy 2435 5° piso al frente, en una de las zonas con mejor conectividad de la ciudad, a metros de Av. Santa Fe. La unidad fue 100% restaurada a nuevo con materiales de categoría y detalles de diseño artesanal. Características Principales: - Precio: U$S 229.000 y $385.000 de expensas (a diciembre 2025, incluyen Aysa y cochera). - Superficie Total: 71 m2 (58 m2 cubiertos + 10 m2 de balcón corrido + 3 m2 de baulera privada). - Cochera Exclusiva: Unidad Nro. 1. Es la cochera de acceso más cómoda del edificio, con su propio portón independiente. - Estado: Reciclado total (cañerías de agua, gas, desagües y sistema eléctrico nuevos). Detalles de la Propiedad: - Living Comedor: Muy luminoso con orientación Norte. Amplio ventanal (2.40 x 2.00) con salida al balcón. Aire acondicionado Frío/Calor nuevo (garantía hasta 09/2026). - Cocina Integrada: Moderna barra/isla desayunadora con mesadas de Silestone Blanco Paloma. Equipada con electrodomésticos Electrolux de acero inoxidable (cocina y extractor). Espacio y desagüe para lavarropas. - Dormitorios: Habitación principal con vestidor de diseño a medida, aire acondicionado (garantía hasta 09/2026) y salida directa al balcón. Segunda habitación amplia, con placard empotrado de melamina de 18mm hecho a medida. Ambos cuentan con pisos de porcelanato Ilva (línea Legni) de máxima calidad. - Baño Completo: Diseño de vanguardia con sanitarios Ferrum Marina, grifería monocomando y mesada artesanal con cortes a 45°. - Balcón: Gran balcón corrido al frente de 9 metros de largo sobre la calle Fitz Roy. - Aberturas y Confort: Ventanas de aluminio negro Perfil A30 con DVH (Doble Vidriado Hermético) para una insonorización total. Puertas internas marca Oblak de 80 cm. - Baulera: Espacio de acceso restringido y privado. Las medidas definitivas surgirán de la escritura traslativa de dominio. Ubicación y Edificio: Ubicación estratégica en el barrio de Palermo, con acceso inmediato a múltiples medios de transporte (Subte D, Tren Mitre y Metrobus). Edificio sólido (construido en 1983) con mantenimiento impecable.	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-3-ambientes--18715221	0	0	1	0	1	0	1	0
USD 120.000	+ $242.000	Av. DIAZ VELEZ	3800	5	73 m² cubie. 3 dorm. 53 años	Dpto. 4 ambientes, 3 dormitorios, baño + toilette, cocina amplia, balcón corrido vista a pulmón MUY LUMINOSO DEPARTAMENTO DE CUATRO AMBIENTES: CON BALCÓN CORRIDO Y VISTA AL contra frente - TRES DORMITORIOS, UN BAÑO COMPLETO, UN TOILETTE y amplia cocina cerrada. SUPERFICIE TOTAL: 73 m2. - ANTIGÜEDAD 53 AÑOS - MOSTRAMOS ESTE INMUEBLE EN EL DÍA Amplio Y LUMINOSO estar comedor. Posee un BALCÓN corrido y dos dormitorios que dan al contra frente. Amplia cocina separada, BAÑO COMPLETO y Toilette. Los tres Dormitorios poseen amplios placares. - AGUA CALIENTE POR CALEFÓN - BALCÓN CORRIDO AL CONTRA FRENTE de 5,00 x 1,10 metros - AIRE ACONDICIONADO en estar comedor y en dos dormitorios SUPERFICIES: - Superficie cubierta 67,42 m2 • Superficie de balcón -al contra frente- 5,56 m2. • Superficie total de la Unidad Funcional 73 m2. EDIFICIO APTO PARA PERSONAS CON CAPACIDADES DISMINUIDAS Excelente ubicación por estar ubicado sobre la calle Jerónimo Salguero y Bulnes, a dos cuadras del Subte de estación Medrano, Línea A, a dos cuadras de Plaza Almagro, a 2 cuadras de Av. Rivadavia, a 3 cuadras del Hospital Italiano de Bs. As, y cercano a la Universidad de Palermo, con numerosas líneas de colectivos y línea de subte A. TERRAZAS & BALCONES Propiedades - > Atención de Lunes a Viernes de 11 a 19 hs. > Atención Back office: Lun a Vie de 09 a 20 Hs. - Sab 10 a 20 Hs. - Agradecemos su visita a nuestro aviso. Los datos presentados en esta ficha son a solo efecto orientativo. Surgiendo los reales del respectivo titulo y plano de esta propiedad - CUCICBA. 5209 TERRAZAS & BALCONES ES NUESTRA MARCA REGISTRADA Es el momento de elegir inmuebles con terrazas, balcones aterrazados y patios parquizados para vivir toda la energía que emanan - Mostramos nuestros inmuebles en el día - Carlos Campagnoli - Martillero Público - CUCICBA 5209 LAS FOTOS PUBLICADAS DE NUESTROS AVISOS NO ESTÁN MODIFICADAS NI ALTERADAS Y RESPONDEN AL ESTADO ACTUAL DE CADA PROPIEDAD.	https://www.argenprop.com/departamento-en-venta-en-almagro-4-ambientes--18591197	0	0	1	0	0	0	1	1
USD 139.500	+ $95.000	SERRANO al	500	0	62 m² cubie. 2 dorm. 60 años	"70m2 Dpto 3 Amb al Frente c/ Balcón Corrido – Villa Crespo - Serrano y Corrientes Departamento 3 Ambientes al Frente con Balcón Corrido Villa Crespo Ubicado en la estratégica zona de Serrano y Corrientes, en pleno corazón de Villa Crespo, este departamento de 3 ambientes al frente combina amplitud, funcionalidad y muy buen estado general. La unidad cuenta con un luminoso balcón corrido que recorre el frente, aportando aire y luz natural a los principales ambientes. El living comedor se complementa con una cocina independiente con comedor diario, con doble circulación y entrada de servicio. Dispone de 1 baño completo y de un baño de servicio original, actualmente adaptado como sector de lavadero, que podrá adecuarse según las necesidades de cada usuario. Los dormitorios poseen amplios placares y espacios de guardado, optimizando la comodidad y el orden. El edificio se encuentra en buen estado, y próximo a realizarse tareas de mantenimiento como pintura de fachada. Una ubicación privilegiada, a metros de la Av. Corrientes, con excelente conectividad, cercanía a múltiples líneas de colectivo, comercios, cafés y a pocas cuadras de la línea B de subte. Una oportunidad única de vivir o invertir en uno de los barrios con mayor crecimiento de la Ciudad. Aclaración: Las expensas en este momento rondan los $ 290.000 siendo que hay extraordinarias por mejoras, pero la expensas habituales rondan el 50% de este valor. El edificio no cuenta con encargado con vivienda son muy razonables. No dejes pasar esta oportunidad. CONSULTANOS PARA COORDINAR UNA VISITA! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18778861	1	0	0	0	0	1	1	0
Consultar	+ $500.000	ARAOZ	2400	0	135 m² cubie. 3 dorm. 50 años	DEPARTAMENTO SEMIPISO ARAOZ AL 2400 PALERMO MUY AMPLIO SEMIPISO A REFACCIONAR UBICADO EN PISO 3º AL FRENTE DE 4 AMBIENTES, 135 M2 CUBIERTOS MAS BALCON CORRIDO DE 10 M2. EXCELENTE ILUMINACION Y UBICACION A METROS DE AV. SANTA FE Y PROXIMO A JARDIN BOTANICO. DOBLE ENTRADA POR COCINA Y LIVING. POSEE COMEDOR, LIVING COMEDOR, TOILETTE, BAÑO COMPLETO, 3 DORMITORIOS AMPLIOS, CON PLACARES, COCINA INDEPENDIENTE CON COMEDOR DIARIO, LAVADERO, DEPENDENCIA DE SERVICIO CON BAÑO. BAULERA PROPIA. CALEFACCION POR RADIADORES. Precio a consultar.	https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--18871939	0	0	0	0	0	0	0	0
USD 132.000	+ $210.000	Rio de Janeiro	200	1	57 m² cubie. 2 dorm. 20 años	Dueño Vende Departamento 3 Ambientes Caballito Departamento en venta de tres ambientes con excelente distribución. 2 dormitorios. La unidad cuenta con balcón y cochera. Muy buena ubicación, cerca del subte A y de Parque Rivadavia. Dueño vende.	https://www.argenprop.com/departamento-en-venta-en-parque-rivadavia-3-ambientes--18216571	0	0	0	0	1	0	0	0
USD 147.000	+ $218.000	Charcas	2800	0	55 m² cubie. 2 dorm. 50 años	Venta departamento 3 ambientes charcas y Anchorena Salaya Romera Propiedades ofrece a la Venta Departamento de 3 ambientes en Charcas y Anchorena ! Excelente ubicacion a metros de Av Santa Fe con su acceso a importante polo Gastronómico y Comercial, y con múltiples accesos como el Subte Linea De y varias lineas de colectivos Su ubicacion estrategica lo hace super cómodo para estudiantes dado la proximidad a las mas importantes universidades El departamento se distribuye de la siguiente manera : -Al ingreso Living Comedor amplio y cómodo con salida al balcon al frente con pisos de parquet -Cocina separada con amoblamiento completo y lavadero independiente de la cocina. La unidad cuenta con un 3er espacio tipo dependencia de servicio o también podria funcionar como comedor de diario o area de guardado. -Los dos dormitorios tienen buenas medidas y cuenta con placard, uno da al frente con vista a la calle- -el baño es completo con amplia ventana lo que asegura su ventilación natural El servicio de Agua caliente es individual ya que tiene calefón ; El edificio cuenta con personal de encargado con vivienda- Es apto Profesional. Sus areas comunes en excelente estado ! APTO CREDITO BANCARIO No te pierdas esta oportunidad UNICA ! en excelente zona, donde todos quieren VIVIR ! No sujeta a reubicacion, y lista para escriturar ! Agenda tu visita !	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18467967	0	0	0	1	0	1	0	0
USD 119.999	+ $150.000	Amenabar al	1200	0	34 m² cubie. 1 dorm. A Estrenar	DEPARTAMENTO EN VENTA DE 2 AMBIENTES A ESTRENAR EN BELGRANO OPORTUNIDAD UNICA ATENCIóN INVERSORES BAJAMOS LOS PRECIOS EDIFICIO DE GRAN CATEGORíA EXCELENTE OPORTUNIDAD DE INVERSIóN SE TRATA DE UN DEPARTAMENTO EN EL BARRIO DE BELGRANO DE 2 AMBIENTES A ESTRENAR EN VENTA EN UNA INMEJORABLE UBICACIóN DEL BARRIO DE BELGRANO CON AMENITIES TIENE UN LIVING Y COMEDOR, COCINA COMPLETA CON GAS NATURAL, LAVADERO, GRAN BALCóN AL FRENTE Y MUCHA LUZ, DORMITORIO COMPLETO CON PLACARES E INTERIORES, BAñO COMPLETO BIEN AMPLIO, ES UN DEPARTAMENTO SúPER LUMINOSO, EN TODOS LOS AMBIENTES, TIENE LA INSTALACIóN PARA AIRE ACONDICIONADOS FRíO-CALOR, SE ENTREGA EN TODOS LOS AMBIENTES CON PISOS EN PORCELANATO, EL EDIFICIO CUENTA CON SUM, LAUNDRY, QUINCHO, PARRILLAS, DECK, NO SE LO PIERDA úLTIMA UNIDAD DISPONIBLE OPORTUNIDAD UNICA KHABBAZ PROPIEDADES CUCICBA MATRICULA 5090	https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--18581607	1	0	1	0	0	0	1	0
